identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-IDP-PROD-4262331-3591175,2020-06-08T02:00:00.000Z,Actual,Update,NWS New Orleans LA,Flood Warning,['Avoid'],Immediate,Severe,Observed,Flood Warning issued June 7 at 9:00PM CDT until June 10 at 9:45PM CDT by NWS New Orleans LA,"...The Flood Warning is extended for the following rivers in
Louisiana...

Bogue Falaya River At Boston St in Covington affecting St.
Tammany Parish.

Bogue Falaya River At Camp Covington affecting St. Tammany Parish.

The Flood Warning continues for
the Bogue Falaya River At Camp Covington.
* From Monday afternoon to Wednesday evening.
* At 8:00 PM CDT Sunday the stage was 35.8 feet.
* Flood stage is 45.0 feet.
* Moderate flooding is forecast.
* Forecast...The river is expected to rise above flood stage early
tomorrow afternoon to a crest of 51.5 feet early Tuesday
afternoon. It will then fall below flood stage Wednesday afternoon.
* Impact...At 45.0 feet, Water will encroach residential property in
the vicinity of the gage. Residences on the east bank near the
river will be threatened. Water will cover entrance driveways to
property on the east bank.
* Impact...At 50.0 feet, Property along the east bank will be
inundated. The entrance driveway to property near the gage on the
east bank will become impassable. Water will cover Million Dollar
Road at the intersection of KC Camp Road. Caution is urged driving
along Million Dollar Road. The river will be bankfull at Saint
Joseph Abbey downstream threatening the Abbey parking lot.","Motorists should not attempt to drive around barricades or drive
cars through flooded areas.

Turn around, don't drown when encountering flooded roads. Most flood
deaths occur in vehicles.

Additional information is available at www.weather.gov.","St. Tammany, LA",2020-06-08,02:00:00,"...the flood warning is extended for the following rivers in louisiana... bogue falaya river at boston st in covington affecting st. tammany parish. bogue falaya river at camp covington affecting st. tammany parish. the flood warning continues for the bogue falaya river at camp covington. * from monday afternoon to wednesday evening. * at 8:00 pm cdt sunday the stage was 35.8 feet. * flood stage is 45.0 feet. * moderate flooding is forecast. * forecast...the river is expected to rise above flood stage early tomorrow afternoon to a crest of 51.5 feet early tuesday afternoon. it will then fall below flood stage wednesday afternoon. * impact...at 45.0 feet, water will encroach residential property in the vicinity of the gage. residences on the east bank near the river will be threatened. water will cover entrance driveways to property on the east bank. * impact...at 50.0 feet, property along the east bank will be inundated. the entrance driveway to property near the gage on the east bank will become impassable. water will cover million dollar road at the intersection of kc camp road. caution is urged driving along million dollar road. the river will be bankfull at saint joseph abbey downstream threatening the abbey parking lot.",Severe,3,3,0
NWS-130404-685509,2013-12-29T04:29:17.000Z,Actual,Alert,NWS Gaylord MI,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 28 at 11:29PM EST by NWS Gaylord MI,"TEMPERATURES HAVE FALLEN BACK TO NEAR OR BELOW FREEZING ACROSS
MUCH OF NORTH CENTRAL AND NORTHEAST LOWER MICHIGAN...UNDER MOSTLY
CLEAR SKIES AND LIGHT WINDS. ROADS AND OTHER SURFACES ARE STILL
QUITE COLD...AND IN SOME AREAS MOISTURE IS CONDENSING BACK ONTO
THESE SURFACES AS BLACK ICE. SLIPPERY CONDITIONS WERE NOTED EARLY
SATURDAY EVENING IN THE HIGHER TERRAIN OF NORTH CENTRAL LOWER
MICHIGAN.

DRIVERS AND PEDESTRIANS IN NORTH CENTRAL AND NORTHEAST LOWER
MICHIGAN SHOULD BE ALERT TO THE POSSIBILITY OF BLACK ICE. USE
EXTRA CARE...SLOW DOWN...AND ALLOW EXTRA SPACE BETWEEN VEHICLES.",,Alcona; Ogemaw; Alpena; Antrim; Emmet; Montmorency; Cheboygan; Charlevoix; Oscoda; Crawford; Kalkaska; Iosco; Otsego; Presque Isle,2013-12-29,04:29:17,temperatures have fallen back to near or below freezing across much of north central and northeast lower michigan...under mostly clear skies and light winds. roads and other surfaces are still quite cold...and in some areas moisture is condensing back onto these surfaces as black ice. slippery conditions were noted early saturday evening in the higher terrain of north central lower michigan. drivers and pedestrians in north central and northeast lower michigan should be alert to the possibility of black ice. use extra care...slow down...and allow extra space between vehicles.,Moderate,2,2,0
NWS-IDP-PROD-4256278-3586942,2020-06-05T20:27:00.000Z,Actual,Alert,NWS Jackson MS,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 5 at 3:27PM CDT until June 5 at 4:45PM CDT by NWS Jackson MS,"The National Weather Service in Jackson has issued a

* Severe Thunderstorm Warning for...
Northern Sunflower County in northwestern Mississippi...
Bolivar County in northwestern Mississippi...

* Until 445 PM CDT.

* At 327 PM CDT, a severe thunderstorm was located over Tutwiler, or
near Parchman, moving south at 35 mph.

HAZARD...60 mph wind gusts and quarter size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage
to roofs, siding, and trees.

* This severe thunderstorm will be near...
Rome around 330 PM CDT.
Parchman around 335 PM CDT.
Drew around 350 PM CDT.
Ruleville around 400 PM CDT.
Blaine around 415 PM CDT.
Sunflower around 425 PM CDT.

Other locations impacted by this severe thunderstorm include
Alligator, Beulah, Pace, Doddsville, Winstonville, Duncan and
Merigold.","For your protection move to an interior room on the lowest floor of a
building.

Large hail and damaging winds and continuous cloud to ground
lightning is occurring with this storm. Move indoors immediately.
Lightning is one of nature's leading killers. Remember, if you can
hear thunder, you are close enough to be struck by lightning.","Sunflower, MS; Bolivar, MS",2020-06-05,20:27:00,"the national weather service in jackson has issued a * severe thunderstorm warning for... northern sunflower county in northwestern mississippi... bolivar county in northwestern mississippi... * until 445 pm cdt. * at 327 pm cdt, a severe thunderstorm was located over tutwiler, or near parchman, moving south at 35 mph. hazard...60 mph wind gusts and quarter size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. * this severe thunderstorm will be near... rome around 330 pm cdt. parchman around 335 pm cdt. drew around 350 pm cdt. ruleville around 400 pm cdt. blaine around 415 pm cdt. sunflower around 425 pm cdt. other locations impacted by this severe thunderstorm include alligator, beulah, pace, doddsville, winstonville, duncan and merigold.",Severe,3,3,0
NWS-IDP-PROD-4253495-3585090,2020-06-04T20:42:00.000Z,Actual,Alert,NWS Reno NV,Lake Wind Advisory,['Execute'],Expected,Moderate,Likely,Lake Wind Advisory issued June 4 at 1:42PM PDT until June 5 at 8:00PM PDT by NWS Reno NV,"* WHAT...Southwest winds 15 to 25 mph with gusts up to 35 mph
expected.

* WHERE...Frenchman, Stampede, Davis, and Eagle.

* WHEN...From 11 AM to 8 PM PDT Friday.

* IMPACTS...Small boats, kayaks and paddle boards will be prone
to capsizing and should remain off lake waters until
conditions improve.

* ADDITIONAL DETAILS...Strong winds are expected Saturday as well.","Check lake conditions before heading out and be prepared for a
sudden increase in winds and wave heights. Consider postponing
boating activities on the lake until a day with less wind.",Lassen-Eastern Plumas-Eastern Sierra Counties,2020-06-04,20:42:00,"* what...southwest winds 15 to 25 mph with gusts up to 35 mph expected. * where...frenchman, stampede, davis, and eagle. * when...from 11 am to 8 pm pdt friday. * impacts...small boats, kayaks and paddle boards will be prone to capsizing and should remain off lake waters until conditions improve. * additional details...strong winds are expected saturday as well.",Moderate,2,2,0
NWS-IDP-PROD-4258727-3588548,2020-06-06T19:57:00.000Z,Actual,Update,NWS Gray ME,Special Marine Warning,['Avoid'],Immediate,Severe,Likely,Special Marine Warning issued June 6 at 3:57PM EDT until June 6 at 4:00PM EDT by NWS Gray ME,"The affected areas were...
Coastal Waters from Cape Elizabeth, ME to Merrimack River, MA out 25
NM...

The thunderstorm has weakened and no longer poses a significant
threat to boaters.

A Severe Thunderstorm Watch remains in effect until 800 PM EDT for
southwestern Maine...and the adjacent coastal waters.",,"Coastal Waters from Cape Elizabeth, ME to Merrimack River, MA out 25 NM",2020-06-06,19:57:00,"the affected areas were... coastal waters from cape elizabeth, me to merrimack river, ma out 25 nm... the thunderstorm has weakened and no longer poses a significant threat to boaters. a severe thunderstorm watch remains in effect until 800 pm edt for southwestern maine...and the adjacent coastal waters.",Moderate,3,2,-1
NWS-IDP-PROD-4262334-3591178,2020-06-08T02:00:00.000Z,Actual,Update,NWS Bismarck ND,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 7 at 9:00PM CDT until June 7 at 9:30PM CDT by NWS Bismarck ND,"At 900 PM CDT/800 PM MDT/, a severe thunderstorm was located 5 miles
northwest of Heart Butte Dam, or 12 miles south of Glen Ullin, moving
northeast at 30 mph.

HAZARD...60 mph wind gusts and half dollar size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage to
roofs, siding, and trees.

Locations impacted include...
Glen Ullin, Almont and Heart Butte Dam.","For your protection move to an interior room on the lowest floor of a
building.","Grant, ND; Morton, ND",2020-06-08,02:00:00,"at 900 pm cdt/800 pm mdt/, a severe thunderstorm was located 5 miles northwest of heart butte dam, or 12 miles south of glen ullin, moving northeast at 30 mph. hazard...60 mph wind gusts and half dollar size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. locations impacted include... glen ullin, almont and heart butte dam.",Severe,3,3,0
NWS-IDP-PROD-4258331-3588330,2020-06-06T17:04:00.000Z,Actual,Alert,NWS Gray ME,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 6 at 1:04PM EDT until June 6 at 1:45PM EDT by NWS Gray ME,"The National Weather Service in Gray Maine has issued a

* Severe Thunderstorm Warning for...
Southeastern York County in southwestern Maine...

* Until 145 PM EDT.

* At 104 PM EDT, a severe thunderstorm was located near Wells, or 10
miles south of Sanford, moving east at 30 mph.

HAZARD...60 mph wind gusts and quarter size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage
to roofs, siding, and trees.

* Locations impacted include...
Sanford, Kennebunk, Berwick, Kennebunkport, Wells, South Berwick,
York, Arundel, Ogunquit and North Berwick.

This includes Interstate 95 between mile markers 10 and 23.

This also includes...
Ogunquit Beach and Wells Beach.","For your protection move to an interior room on the lowest floor of a
building.

Large hail and damaging winds and continuous cloud to ground
lightning is occurring with this storm. Move indoors immediately.
Lightning is one of nature's leading killers. Remember, if you can
hear thunder, you are close enough to be struck by lightning.","York, ME",2020-06-06,17:04:00,"the national weather service in gray maine has issued a * severe thunderstorm warning for... southeastern york county in southwestern maine... * until 145 pm edt. * at 104 pm edt, a severe thunderstorm was located near wells, or 10 miles south of sanford, moving east at 30 mph. hazard...60 mph wind gusts and quarter size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. * locations impacted include... sanford, kennebunk, berwick, kennebunkport, wells, south berwick, york, arundel, ogunquit and north berwick. this includes interstate 95 between mile markers 10 and 23. this also includes... ogunquit beach and wells beach.",Severe,3,3,0
NWS-IDP-PROD-4255873-3586750,2020-06-05T15:51:00.000Z,Actual,Update,NWS San Francisco CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 5 at 8:51AM PDT until June 5 at 3:00PM PDT by NWS San Francisco CA,"* WHAT...Northwest winds 20 to 25 kt with gusts up to 30 kt and
seas 9 to 11 feet at 13 seconds.

* WHERE...Waters from Point Arena to Point Reyes 10-60 NM.

* WHEN...Until 3 PM PDT this afternoon.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Waters from Point Arena to Point Reyes 10-60 NM,2020-06-05,15:51:00,* what...northwest winds 20 to 25 kt with gusts up to 30 kt and seas 9 to 11 feet at 13 seconds. * where...waters from point arena to point reyes 10-60 nm. * when...until 3 pm pdt this afternoon. * impacts...conditions will be hazardous to small craft.,Severe,1,3,2
NWS-IDP-PROD-4254486-3585805,2020-06-05T01:53:00.000Z,Actual,Update,NWS North Platte NE,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 4 at 8:53PM CDT until June 4 at 9:00PM CDT by NWS North Platte NE,"The storm which prompted the warning has moved out of the area.
Therefore, the warning will be allowed to expire.

A Severe Thunderstorm Watch remains in effect until 200 AM CDT for
central and north central Nebraska.",,"Loup, NE; Custer, NE; Garfield, NE",2020-06-05,01:53:00,"the storm which prompted the warning has moved out of the area. therefore, the warning will be allowed to expire. a severe thunderstorm watch remains in effect until 200 am cdt for central and north central nebraska.",Minor,3,1,-2
NWS-130404-690044-477072,2014-01-01T09:46:48.000Z,Actual,Update,NWS Upton NY,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued January 1 at 4:46AM EST expiring January 3 at 1:00PM EST by NWS Upton NY,"...A COASTAL STORM WILL BRING THE POTENTIAL FOR HEAVY SNOW...* LOCATIONS...COASTAL CONNECTICUT...NEW YORK CITY METROPOLITAN
  AREA AND SURROUNDINGS...AND LONG ISLAND.

* HAZARD TYPES...SNOW AND BLOWING SNOW.

* ACCUMULATIONS...5 TO 9 INCHES.

* WINDS...NORTH 20 TO 30 MPH WITH GUSTS UP TO 40 MPH.

* TEMPERATURES...TEMPERATURES DROPPING INTO THE LOWER TEENS
  THURSDAY NIGHT THROUGH FRIDAY AFTERNOON WITH WIND CHILLS OF 5 TO
  10 BELOW ZERO.

* VISIBILITIES...ONE QUARTER TO ONE HALF MILE AT TIMES LATE
  THURSDAY INTO FRIDAY MORNING.

* TIMING...THURSDAY NIGHT INTO FRIDAY.

* IMPACTS...THE ACCUMULATING SNOW...ALONG WITH CONSIDERABLE
  BLOWING AND DRIFTING SNOW...WOULD PRODUCE DANGEROUS TRAVEL
  CONDITIONS.","A WINTER STORM WATCH MEANS THERE IS A POTENTIAL FOR SIGNIFICANT
SNOW...SLEET...OR ICE ACCUMULATIONS THAT MAY IMPACT TRAVEL.
CONTINUE TO MONITOR THE LATEST FORECASTS.

",Bronx; Westchester; New Haven; New London; Nassau; Middlesex; Queens; Kings; Fairfield; Suffolk; Hudson; New York; Richmond,2014-01-01,09:46:48,...a coastal storm will bring the potential for heavy snow...* locations...coastal connecticut...new york city metropolitan area and surroundings...and long island. * hazard types...snow and blowing snow. * accumulations...5 to 9 inches. * winds...north 20 to 30 mph with gusts up to 40 mph. * temperatures...temperatures dropping into the lower teens thursday night through friday afternoon with wind chills of 5 to 10 below zero. * visibilities...one quarter to one half mile at times late thursday into friday morning. * timing...thursday night into friday. * impacts...the accumulating snow...along with considerable blowing and drifting snow...would produce dangerous travel conditions.,Severe,3,3,0
NWS-IDP-PROD-4258933,2020-06-06T20:49:00.000Z,Actual,Alert,NWS Pueblo CO,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 6 at 2:49PM MDT by NWS Pueblo CO,"At 248 PM MDT, Doppler radar was tracking a strong cluster of
thunderstorms over the Air Force Academy, or 9 miles north of
Colorado Springs, moving northeast at 45 mph.

Wind gusts of 50 to 55 mph will be possible with this storm.

Locations impacted include...
Colorado Springs, Fountain, Woodland Park, Monument, Air Force
Academy, Manitou Springs, Palmer Lake, Green Mountain Falls, Victor,
Pikes Peak, Black Forest, Crystola, Peyton, Security, Falcon,
Stratmoor, Chipita Park, Gleneagle, Fort Carson and Peterson AFB.

A Severe Thunderstorm Watch remains in effect until 800 PM MDT for
central and east central Colorado.",,Teller County/Rampart Range above 7500fT/Pike's Peak Between 7500 And 11000 Ft; Pikes Peak above 11000 Ft; Colorado Springs Vicinity/Southern El Paso County/Rampart Range Below 7400 Ft; Northern El Paso County/Monument Ridge/Rampart Range Below 7500 Ft,2020-06-06,20:49:00,"at 248 pm mdt, doppler radar was tracking a strong cluster of thunderstorms over the air force academy, or 9 miles north of colorado springs, moving northeast at 45 mph. wind gusts of 50 to 55 mph will be possible with this storm. locations impacted include... colorado springs, fountain, woodland park, monument, air force academy, manitou springs, palmer lake, green mountain falls, victor, pikes peak, black forest, crystola, peyton, security, falcon, stratmoor, chipita park, gleneagle, fort carson and peterson afb. a severe thunderstorm watch remains in effect until 800 pm mdt for central and east central colorado.",Severe,2,3,1
NWS-IDP-PROD-4257187,2020-06-06T02:39:00.000Z,Actual,Alert,NWS Flagstaff AZ,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 5 at 7:39PM MST by NWS Flagstaff AZ,"At 734 PM MST/834 PM MDT/, Doppler radar was tracking a large area
of showers an thunderstorms along and north of a line extending from
Cameron to Petrified Forest National Park. This includes areas north
to the Utah state line.

Wind gusts of 50 to 55 mph will be possible with this activity.

Locations impacted include...
Page, Desert View at Grand Canyon, Keams Canyon, Chinle, Tuba City,
Tselani-Cottonwood, Cornfields Chapter House, Marble Canyon, Mexican
Water, Low Mountain, Tonalea, Wahweap, Goulding, Lees Ferry,
Steamboat Canyon, Whippoorwill Chapter House, Indian Wells, and
LeChee.","To report severe weather, contact your nearest law enforcement
agency. They will relay your report to the National Weather Service
office in Flagstaff.

If on or near Lake Powell, get out of the water and move indoors or
inside a vehicle. Remember, lightning can strike out to 10 miles
from the parent thunderstorm. If you can hear thunder, you are close
enough to be struck by lightning. Move to safe shelter now! Do not
be caught on the water in a thunderstorm.",Little Colorado River Valley in Navajo County; Chinle Valley; Black Mesa Area; Kaibab Plateau; Coconino Plateau; Chuska Mountains and Defiance Plateau; Northeast Plateaus and Mesas Hwy 264 Northward; Northeast Plateaus and Mesas South of Hwy 264; Marble and Glen Canyons; Grand Canyon Country; Western Mogollon Rim; Little Colorado River Valley in Coconino County,2020-06-06,02:39:00,"at 734 pm mst/834 pm mdt/, doppler radar was tracking a large area of showers an thunderstorms along and north of a line extending from cameron to petrified forest national park. this includes areas north to the utah state line. wind gusts of 50 to 55 mph will be possible with this activity. locations impacted include... page, desert view at grand canyon, keams canyon, chinle, tuba city, tselani-cottonwood, cornfields chapter house, marble canyon, mexican water, low mountain, tonalea, wahweap, goulding, lees ferry, steamboat canyon, whippoorwill chapter house, indian wells, and lechee.",Moderate,2,2,0
NWS-IDP-PROD-4258383-3588355,2020-06-06T17:32:00.000Z,Actual,Alert,NWS Goodland KS,High Wind Warning,['Prepare'],Expected,Severe,Likely,High Wind Warning issued June 6 at 11:32AM MDT until June 7 at 9:00PM MDT by NWS Goodland KS,"* WHAT...South to Southwest winds 35 to 45 mph with gusts up to
60 mph.

* WHERE...Rawlins, Decatur, Norton, Thomas, Sheridan, Graham,
Logan, Gove and Wichita Counties.

* WHEN...From 10 AM to 10 PM CDT Sunday.

* IMPACTS...Winds of this magnitude may down trees, power lines,
and damage property. High winds and areas of blowing dust will
also create dangerous travel conditions.","Expect dangerous travel conditions in association with high winds
and areas of blowing dust during the day on Sunday, especially
along the Interstate 70 corridor in Northwest Kansas.

High dust concentrations can aggravate asthma and cause
respiratory problems, especially in children, the elderly, or
those with pre-existing respiratory conditions. The Kansas
Department of Health and Environment recommends taking
preventative measures such as staying indoors or wearing
protective breathing masks, if outside.",Gove; Logan; Graham; Decatur; Thomas; Sheridan; Norton; Wichita; Rawlins,2020-06-06,17:32:00,"* what...south to southwest winds 35 to 45 mph with gusts up to 60 mph. * where...rawlins, decatur, norton, thomas, sheridan, graham, logan, gove and wichita counties. * when...from 10 am to 10 pm cdt sunday. * impacts...winds of this magnitude may down trees, power lines, and damage property. high winds and areas of blowing dust will also create dangerous travel conditions.",Severe,3,3,0
NWS-130404-693253,2014-01-03T02:02:27.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 2 at 8:02PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
THU JAN 02  LOW         1  *                                      L  
FRI JAN 03  HIGH       15  *   L    L    L    L    H    H    M    M  
SAT JAN 04  MODERATE    5  *   M    M    L    L    L    M    M    M  
SUN JAN 05  LOW         2  *   L    L    L    L    L    L    L    L  
MON JAN 06  MODERATE    3  *   L    L    L    L    M    L    L    L  
TUE JAN 07  MODERATE    3  *   L    L    L    L    L    M    M    M",,Cowley,2014-01-03,02:02:27,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm thu jan 02 low 1 * l fri jan 03 high 15 * l l l l h h m m sat jan 04 moderate 5 * m m l l l m m m sun jan 05 low 2 * l l l l l l l l mon jan 06 moderate 3 * l l l l m l l l tue jan 07 moderate 3 * l l l l l m m m,Moderate,2,2,0
NWS-IDP-PROD-4255753-3586671,2020-06-05T15:00:00.000Z,Actual,Alert,NWS Tallahassee FL,Storm Surge Watch,['Prepare'],Future,Severe,Possible,Storm Surge Watch issued June 5 at 11:00AM EDT by NWS Tallahassee FL,"A Storm Surge Watch means life-threatening inundation, from rising
water moving inland from the coastline, is possible somewhere within
this area within the next 48 hours

* LOCATIONS AFFECTED
- Saint Marks
- Panacea

* WIND
- LATEST LOCAL FORECAST: Below tropical storm force wind
- Peak Wind Forecast: 10-15 mph with gusts to 25 mph

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Wind less than 39 mph
- PLAN: The sustained wind should remain less than tropical
storm force. Conditions may still be gusty.
- PREPARE: Little to no preparations needed to guard against
tropical winds at this time.
- ACT: Ensure emergency readiness should the forecast change.

- POTENTIAL IMPACTS: Little to None
- Little to no potential impacts from wind.

* STORM SURGE
- LATEST LOCAL FORECAST: Life-threatening storm surge possible
- Peak Storm Surge Inundation: The potential for 2-4 feet
above ground somewhere within surge prone areas
- Window of concern: Saturday evening until Sunday morning

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for storm
surge flooding greater than 3 feet above ground
- PLAN: Plan for life-threatening storm surge flooding of
greater than 3 feet above ground.
- PREPARE: Evacuation efforts and flood preparations should
soon be brought to completion before conditions become
unsafe.
- ACT: Leave immediately if evacuation orders are given for
your area to avoid being cut off from emergency services or
needlessly risk lives.

- POTENTIAL IMPACTS: Significant
- Areas of inundation with storm surge flooding accentuated
by waves. Damage to several buildings, mainly near the
coast.
- Sections of near-shore escape routes and secondary roads
become weakened or washed out, especially in usually
vulnerable low spots.
- Major beach erosion with heavy surf breaching dunes. Strong
and numerous rip currents.
- Moderate damage to marinas, docks, boardwalks, and piers.
Several small craft broken away from moorings, especially
in unprotected anchorages.

* FLOODING RAIN
- LATEST LOCAL FORECAST:
- Peak Rainfall Amounts: Additional 1-3 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for
localized flooding rain
- PLAN: Emergency plans should include the potential for
localized flooding from heavy rain.
- PREPARE: Consider protective actions if you are in an area
vulnerable to flooding.
- ACT: Heed any flood watches and warnings.

- POTENTIAL IMPACTS: Limited
- Localized rainfall flooding may prompt a few evacuations.
- Rivers and tributaries may quickly rise with swifter
currents. Small streams, creeks, and ditches may become
swollen and overflow in spots.
- Flood waters can enter a few structures, especially in
usually vulnerable spots. A few places where rapid ponding
of water occurs at underpasses, low-lying spots, and poor
drainage areas. Several storm drains and retention ponds
become near-full and begin to overflow. Some brief road and
bridge closures.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is unfavorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Tornadoes not expected
- PLAN: Tornadoes are not expected. Showers and thunderstorms
with gusty winds may still occur.
- PREPARE: Little to no preparations needed to protect
against tornadoes at this time. Keep informed of the latest
tornado situation.
- ACT: Listen for changes in the forecast.

- POTENTIAL IMPACTS: Little to None
- Little to no potential impacts from tornadoes.

* FOR MORE INFORMATION:
- Local Weather Conditions and Forecasts: NWS Tallahassee
- https://www.weather.gov/tallahassee
- Information from the Florida Division of Emergency Management
- https://www.floridadisaster.org
- Information from Wakulla County Emergency Management
- http://www.wcso.org/emergency-management",,Coastal Wakulla,2020-06-05,15:00:00,"a storm surge watch means life-threatening inundation, from rising water moving inland from the coastline, is possible somewhere within this area within the next 48 hours * locations affected - saint marks - panacea * wind - latest local forecast: below tropical storm force wind - peak wind forecast: 10-15 mph with gusts to 25 mph - threat to life and property that includes typical forecast uncertainty in track, size and intensity: wind less than 39 mph - plan: the sustained wind should remain less than tropical storm force. conditions may still be gusty. - prepare: little to no preparations needed to guard against tropical winds at this time. - act: ensure emergency readiness should the forecast change. - potential impacts: little to none - little to no potential impacts from wind. * storm surge - latest local forecast: life-threatening storm surge possible - peak storm surge inundation: the potential for 2-4 feet above ground somewhere within surge prone areas - window of concern: saturday evening until sunday morning - threat to life and property that includes typical forecast uncertainty in track, size and intensity: potential for storm surge flooding greater than 3 feet above ground - plan: plan for life-threatening storm surge flooding of greater than 3 feet above ground. - prepare: evacuation efforts and flood preparations should soon be brought to completion before conditions become unsafe. - act: leave immediately if evacuation orders are given for your area to avoid being cut off from emergency services or needlessly risk lives. - potential impacts: significant - areas of inundation with storm surge flooding accentuated by waves. damage to several buildings, mainly near the coast. - sections of near-shore escape routes and secondary roads become weakened or washed out, especially in usually vulnerable low spots. - major beach erosion with heavy surf breaching dunes. strong and numerous rip currents. - moderate damage to marinas, docks, boardwalks, and piers. several small craft broken away from moorings, especially in unprotected anchorages. * flooding rain - latest local forecast: - peak rainfall amounts: additional 1-3 inches, with locally higher amounts - threat to life and property that includes typical forecast uncertainty in track, size and intensity: potential for localized flooding rain - plan: emergency plans should include the potential for localized flooding from heavy rain. - prepare: consider protective actions if you are in an area vulnerable to flooding. - act: heed any flood watches and warnings. - potential impacts: limited - localized rainfall flooding may prompt a few evacuations. - rivers and tributaries may quickly rise with swifter currents. small streams, creeks, and ditches may become swollen and overflow in spots. - flood waters can enter a few structures, especially in usually vulnerable spots. a few places where rapid ponding of water occurs at underpasses, low-lying spots, and poor drainage areas. several storm drains and retention ponds become near-full and begin to overflow. some brief road and bridge closures. * tornado - latest local forecast: - situation is unfavorable for tornadoes - threat to life and property that includes typical forecast uncertainty in track, size and intensity: tornadoes not expected - plan: tornadoes are not expected. showers and thunderstorms with gusty winds may still occur. - prepare: little to no preparations needed to protect against tornadoes at this time. keep informed of the latest tornado situation. - act: listen for changes in the forecast. - potential impacts: little to none - little to no potential impacts from tornadoes. * for more information: - local weather conditions and forecasts: nws tallahassee - https://www.weather.gov/tallahassee - information from the florida division of emergency management - https://www.floridadisaster.org - information from wakulla county emergency management - http://www.wcso.org/emergency-management",Severe,3,3,0
