identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,prediction,true_num,pred_num,error
NWS-IDP-PROD-2158518,2016-12-13T04:37:41.000Z,Actual,Alert,NWS Morristown TN,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 12 at 11:37PM EST by NWS Morristown TN,"Patchy dense fog has developed across the eastern Tennessee Valley
and Southern Appalachian region. This locally dense fog will be
most likely in sheltered valley areas and near bodies of water, such
as rivers and lakes. Visibilities may drop as low as one half to
one quarter of a mile. This dense fog will linger through the
morning rush hour commute on Tuesday morning.

Driving will become hazardous on local roads and highways where dense
fog develops. Use extra caution while driving, slow down, and allow
extra time to reach your destination.","

",Wise; Grainger; Hawkins; Knox; Monroe; Russell; Scott; Lee; City of Norton; City of Bristol; Washington; Cherokee; Clay; Rhea; Roane; Scott; Sequatchie; Sullivan; Unicoi; Union; Washington; Loudon; Anderson; Bledsoe; Bradley; Campbell; Claiborne; Hamblen; Hamilton; Hancock; Jefferson; Johnson; McMinn; Marion; Meigs; Morgan; Polk; Cocke; Sevier; Carter; Greene; Blount,2016-12-13,04:37:41,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2155960-2014755,2016-12-10T17:17:25.000Z,Actual,Update,NWS Twin Cities/Chanhassen MN,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued December 10 at 11:16AM CST expiring December 11 at 12:00PM CST by NWS Twin Cities/Chanhassen MN,".A LONG PERIOD OF SNOWFALL WITH ACCUMULATIONS FROM 5 TO 8 INCHES
IS EXPECTED FROM THIS AFTERNOON THROUGH SUNDAY. A WINTER WEATHER
ADVISORY HAS BEEN ISSUED FOR LOCATIONS GENERALLY ALONG AND SOUTH
OF A GRANITE FALLS...TO THE TWIN CITIES...TO BLOOMER WISCONSIN LINE.* EXPECT SNOW TO DEVELOP BY 3 PM AND THEN DIMINISH AROUND NOON
SUNDAY.

* THE HEAVIEST SNOWFALL RATES WILL OCCUR BETWEEN MIDNIGHT AND 6
AM SUNDAY.

* TOTAL SNOW ACCUMULATIONS OF 4 TO 7 INCHES ARE EXPECTED.

* LOOK FOR REDUCED VISIBILITIES AT TIMES.

* PLAN ON DIFFICULT DRIVING CONDITIONS.","A WINTER WEATHER ADVISORY FOR SNOW MEANS PERIODS OF SNOW WILL
CAUSE PRIMARILY TRAVEL DIFFICULTIES. BE PREPARED FOR SNOW COVERED
ROADS AND LIMITED VISIBILITIES...AND USE CAUTION WHILE DRIVING.
THE LATEST ROAD CONDITIONS FOR THE STATE YOU ARE CALLING FROM CAN
BE OBTAINED BY CALLING 5 1 1.

",McLeod,2016-12-10,17:17:25,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2210109-2072491,2017-01-18T22:14:14.000Z,Actual,Update,NWS Boise ID,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued January 18 at 3:13PM MST expiring January 19 at 5:00AM MST by NWS Boise ID,".A COMPLEX WINTER STORM CONTINUES TO IMPACT THE REGION THIS
AFTERNOON. SO FAR IT HAS BROUGHT FREEZING RAIN, SLEET, AND SNOW TO
VARIOUS PARTS OF THE AREA. TEMPERATURES ALOFT ARE VERY CLOSE TO
FREEZING, AND THEREFORE SOME ADDITIONAL SLEET AND FREEZING RAIN
ARE POSSIBLE. HOWEVER...MOST FOLKS IN THE WARNING/ADVISORY AREA
WILL SEE MOSTLY SNOW THROUGH TOMORROW. THE HEAVIEST SNOW WILL
OCCUR THROUGH LATE TONIGHT...WITH CONDITIONS IMPROVING EARLY
TOMORROW FOR ALL BUT THE WESTERN MAGIC VALLEY...WHICH WILL BE
LAST TO IMPROVE. THE SNOW WILL BE HEAVY AND WET...LIMITING
SNOWFALL TOTALS SOMEWHAT COMPARED TO THE AMOUNT OF MOISTURE THAT
WILL FALL FROM THE SKY.* SNOW AMOUNTS...ADDITIONAL 2 TO 4 INCHES IN THE NORTHERN THIRD OF
THE COUNTY...INCLUDING BURNS. LITTLE ADDITIONAL ACCUMULATION IN
THE SOUTHERN TWO THIRDS. ALSO...AREAS OF FREEZING RAIN WITH
LOCAL ICE ACCUMULATIONS.

* SNOW LEVELS...NEAR VALLEY FLOORS IN THE NORTHERN THIRD OF THE
COUNTY /GENERALLY NORTH OF BURNS/...AND BETWEEN 4000 AND 5000
FEET ACROSS THE SOUTHERN TWO THIRDS OF THE COUNTY.

* WINDS...EAST 5 TO 10 MPH...EXCEPT SOUTH 15 TO 25 MPH WITH
HIGHER GUSTS ACROSS THE SOUTHERN PORTION OF THE COUNTY SOUTH
OF BURNS.

* TIMING...SNOW...FREEZING RAIN...AND RAIN WILL TAPER OFF FROM
THE WEST LATE TONIGHT.

* IMPACTS...TRAVEL HAZARD DUE TO SNOW AND ICE-COVERED ROADS.","A WINTER WEATHER ADVISORY MEANS THAT PERIODS OF SNOW...SLEET...OR
FREEZING RAIN WILL CAUSE TRAVEL DIFFICULTIES. BE PREPARED FOR
SLIPPERY ROADS AND LIMITED VISIBILITIES...AND USE CAUTION WHILE
DRIVING.

",Harney,2017-01-18,22:14:14,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2228745-2092151,2017-02-01T16:54:40.000Z,Actual,Update,NWS Pendleton OR,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 1 at 8:54AM PST expiring February 4 at 7:00AM PST by NWS Pendleton OR,".SNOW IS EXPECTED TO DEVELOP THURSDAY ACROSS CENTRAL OREGON THEN
SLOWLY SPREAD NORTH THURSDAY NIGHT. PERIODS OF SNOW ARE LIKELY
AREAWIDE ON FRIDAY. THE SNOW MAY MIX WITH SLEET AND FREEZING RAIN
FRIDAY NIGHT...THEN CHANGE TO A MIXTURE OF LIGHT RAIN AND FREEZING
RAIN EARLY SATURDAY MORNING. SIGNIFICANT SNOW...AND OR ICE
ACCUMULATIONS ARE POSSIBLE FOR THE WATCH AREA DURING THIS TIME
PERIOD.THE NATIONAL WEATHER SERVICE IN PENDLETON HAS CANCELLED THE
WINTER WEATHER ADVISORY.

* ICE ACCUMULATIONS...UP TO A TENTH OF AN INCH FRIDAY NIGHT AND
EARLY SATURDAY MORNING.

* LOCATIONS...DAYVILLE...JOHN DAY...MITCHELL...MONUMENT...SPRAY.

* TEMPERATURES...IN THE UPPER 20S TO MID 30S.

* SNOW ACCUMULATIONS...3 TO 6 INCHES THURSDAY THROUGH SATURDAY
MORNING.

* TIMING...SNOW DEVELOPING THURSDAY...CONTINUING INTO FRIDAY.
RAIN... FREEZING RAIN OR SLEET COULD MIX IN FRIDAY AFTERNOON AND
NIGHT.

* IMPACTS...ROADS WILL BECOME SNOW COVERED AND SLICK.

* WINDS...NORTHEAST 5 TO 10 MPH.

* WEB PAGE: FOR A DETAILED VIEW OF THE HAZARD AREA VISIT
HTTP://WWW.WRH.NOAA.GOV/MAP/?WFO=PDT.","A WINTER STORM WATCH MEANS THERE IS A POTENTIAL FOR SIGNIFICANT
SNOW...SLEET...OR ICE ACCUMULATIONS THAT MAY IMPACT TRAVEL.
CONTINUE TO MONITOR THE LATEST FORECASTS.

",Wasco; Jefferson; Grant; Wheeler; Crook; Morrow,2017-02-01,16:54:40,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2252274-2117025,2017-02-22T17:59:00.000Z,Actual,Cancel,NWS Medford OR,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued February 22 at 9:58AM PST expiring February 22 at 10:00AM PST by NWS Medford OR,".Cold air will continue to move across the area through tonight
resulting in light to moderate snow accumulations. Warm road
temperatures will limit road impacts during afternoon hours, but
roads could still be slick, at times, during moderate to locally
heavy snow showers. This evening road temperatures will be 
colder, increasing snow accumulation potential on area roadways.The threat for widespread snow showers is diminishing. A few stray
snow showers will be possible today, but accumulations are not
expected to be significant.","

",Siskiyou; Modoc,2017-02-22,17:59:00,Minor,2.0,1.0,-1.0
NWS-IDP-PROD-2262921-2127386,2017-03-01T17:50:11.000Z,Actual,Alert,NWS Memphis TN,Tornado Watch,['Monitor'],Future,Extreme,Possible,Tornado Watch issued March 1 at 11:49AM CST expiring March 1 at 6:00PM CST by NWS Memphis TN,"MSC013-017-057-081-095-115-141-161-020000-
/O.NEW.KMEG.TO.A.0057.170301T1749Z-170302T0000Z/

THE NATIONAL WEATHER SERVICE HAS ISSUED TORNADO WATCH 57 IN
EFFECT UNTIL 6 PM CST THIS EVENING FOR THE FOLLOWING AREAS

IN MISSISSIPPI THIS WATCH INCLUDES 8 COUNTIES

IN NORTH MISSISSIPPI

CALHOUN               CHICKASAW             ITAWAMBA
LEE                   MONROE                PONTOTOC
TISHOMINGO            YALOBUSHA

THIS INCLUDES THE CITIES OF ABERDEEN, AMORY, BRUCE, CALHOUN CITY,
COFFEEVILLE, FULTON, HOUSTON, IUKA, OKOLONA, PONTOTOC, TUPELO,
AND WATER VALLEY.","

",Pontotoc; Yalobusha; Lee; Chickasaw; Calhoun; Tishomingo; Monroe; Itawamba,2017-03-01,17:50:11,Severe,4.0,3.0,-1.0
NWS-IDP-PROD-2264504-2128787,2017-03-02T08:23:48.000Z,Actual,Update,NWS Newport/Morehead City NC,Gale Warning,['Avoid'],Expected,Moderate,Likely,Gale Warning issued March 2 at 3:23AM EST expiring March 2 at 10:00AM EST by NWS Newport/Morehead City NC,".SOUTHWEST WINDS WILL VEER TO NORTHWEST THIS MORNING AS A COLD
FRONT PASSES THROUGH. HIGH PRESSURE WILL BRIEFLY EXTEND INTO THE
AREA TONIGHT. AS THE PRESSURE GRADIENT LOOSENS, WINDS AND SEAS
WILL SUBSIDE. HOWEVER, CONDITIONS WILL WORSEN AGAIN FRIDAY AS A 
DRY COLD FRONT PASSES THROUGH.* WINDS...WEST 20 TO 30 KT WITH GUSTS UP TO 40 KT.

* SEAS...7 TO 12 FEET.","A GALE WARNING MEANS WINDS OF 34 TO 47 KNOTS ARE IMMINENT OR
OCCURING. OPERATING A VESSEL IN GALE CONDITIONS REQUIRES
EXPERIENCE AND PROPERLY EQUIPPED VESSELS. IT IS HIGHLY
RECOMMENDED THAT MARINERS WITHOUT THE PROPER EXPERIENCE SEEK SAFE
HARBOR PRIOR TO THE ONSET OF GALE CONDITIONS.

",S of Cape Hatteras NC to Ocracoke Inlet NC out to 20 nm; S of Oregon Inlet NC to Cape Hatteras NC out to 20 nm,2017-03-02,08:23:48,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2244805-2109229,2017-02-14T20:51:21.000Z,Actual,Update,NWS Gray ME,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 14 at 3:50PM EST expiring February 16 at 10:00AM EST by NWS Gray ME,".More snow is on the way for parts of northern New England as a
strong system dives out of Canada and redevelops over the Gulf of
Maine. The storm will approach the region early 
Wednesday...moving through the Gulf of Maine overnight into 
Thursday.

The lowest confidence in snowfall is along the coast of western
Maine...where snow may mix with rain for a time during the day
Wednesday. Regardless of if portions of the coast change to
rain...precipitation will likely transition quickly back to snow
in the evening and may become heavy at times. This poses a
significant hazard for travelers on the roads at that time.

Otherwise...moderate to heavy snow accumulations are possible 
across mainly western Maine...though parts of central and northern
New Hampshire may also receive moderate to heavy amounts. Lighter
snow is expected over southern New Hampshire.

This will also add to the running total that has seen many areas
receive nearly three feet of snow in the last week. The weight of
the recent snowfall may become a hazard for some rooftops. 
Also...heavy wet snow near the coastline may lead to isolated 
power outages if snowfall starts to bring down tree limbs.The National Weather Service in Gray has issued a Winter Storm
Warning for heavy snow...which is in effect from 7 AM Wednesday
to 7 PM EST Thursday. The Winter Storm Watch is no longer in
effect.

* HAZARD TYPES...Heavy snow.

* Accumulations...Snow accumulation of 6 to 10 inches.

* TIMING...Snow will begin Wednesday morning and continue into
Thursday afternoon...ending as wraparound upslope snow showers.

* IMPACTS...Travel will become difficult due to snow covered roads
Wednesday into Thursday. Isolated power outages are possible due
to falling limbs from the weight of snow

* Winds...Northeast 5 to 15 mph with gusts up to 25 mph.

* Visibilities...one quarter mile or less at times.

* Temperatures...In the mid 20s.","A Winter Storm Warning for heavy snow means severe winter weather
conditions are expected or occurring. Significant amounts of snow
are forecast that will make travel dangerous. Only travel in an
emergency. If you must travel...keep an extra flashlight...
food...and water in your vehicle in case of an emergency.

For a more precise forecast for your specific location...go to
www.weather.gov/gray.

",Somerset; Oxford; Franklin; Coos; Grafton,2017-02-14,20:51:21,Severe,3.0,3.0,0.0
urn:oid:2.49.0.1.840.0.faf37a861aa0f4617dd042d4085f6f06983f1a9c.001.1,2023-07-14T23:54:00.000Z,Actual,Alert,NWS Key West FL,Marine Weather Statement,['Monitor'],Expected,Minor,Observed,Marine Weather Statement issued July 14 at 7:54PM EDT by NWS Key West FL,"The areas affected include...
Gulf of Mexico from west end of Seven Mile Bridge to Halfmoon Shoal
out to 5 fathoms...
Gulf Waters from East Cape Sable to Chokoloskee 20 to 60 nm out and
beyond 5 fathoms...
Hawk Channel from west end of Seven Mile Bridge to Halfmoon Shoal out
to the reef...

At 752 PM EDT, National Weather Service meteorologists detected a
thunderstorm, capable of producing wind gusts near 30 knots. This
thunderstorm was located near Boca Grande, moving west at 10 knots.

Locations that will be affected include...
Ellis Rock Light and Marquesas Keys.

Prepare for thunderstorms with wind gusts near 30 knots, locally
rough and confused seas, occasional lightning strikes, and
potentially blinding downpours. Get to a safe port as quickly, and as
safely as possible. When downpours reduce visibility, slow down.
",,,2023-07-14,23:54:00,Severe,1.0,3.0,2.0
NWS-IDP-PROD-2235227-2099005,2017-02-07T22:26:38.000Z,Actual,Alert,NWS Tallahassee FL,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued February 7 at 5:26PM EST expiring February 7 at 6:30PM EST by NWS Tallahassee FL,"The National Weather Service in Tallahassee has issued a

* Severe Thunderstorm Warning for...
Northwestern Gadsden County in Big Bend of Florida...
Northeastern Bay County in the Panhandle of Florida...
Jackson County in the Panhandle of Florida...
Northwestern Liberty County in Big Bend of Florida...
Eastern Washington County in the Panhandle of Florida...
Calhoun County in the Panhandle of Florida...
Southwestern Decatur County in southwestern Georgia...
Seminole County in southwestern Georgia...

* Until 630 PM EST/530 PM CST/

* At 526 PM EST/426 PM CST/, Doppler radar indicated a severe
thunderstorm capable of producing destructive winds in excess of 70
mph. This storm was located near Chipley, and moving east at 45
mph.

* Locations impacted include...
Blountstown, Graceville, Marianna, Chattahoochee, Orange, Malone,
Sneads, Bristol, Cottondale, Grand Ridge, Greenwood, Altha, Alford,
Campbellton, Brinson, Bascom, Scotts Ferry, Cypress, Moose Pond and
Richter Crossroads.","Severe thunderstorms produce damaging winds, destructive hail, deadly
lightning and very heavy rain. For your protection, move to an
interior room on the lowest floor of your home or business. Heavy
rains flood roads quickly so do not drive into areas where water
covers the road.

",Decatur; Washington; Jackson; Seminole; Liberty; Bay; Calhoun; Gadsden,2017-02-07,22:26:38,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2236513-2100394,2017-02-08T14:39:45.000Z,Actual,Cancel,NWS Taunton MA,Dense Fog Advisory,['Execute'],Expected,Moderate,Likely,Dense Fog Advisory issued February 8 at 9:39AM EST expiring February 8 at 10:00AM EST by NWS Taunton MA,"The National Weather Service in Taunton has cancelled the Dense
Fog Advisory.

Areas of fog will persist through much of the morning. However,
dense fog will be rather localized so the dense fog advisory has
been canceled. Nonetheless, motorists should drive with extra
caution and be prepared for reduced visibilities.","

",Kent; Newport; Nantucket; Bristol; Dukes; Barnstable; Providence; Washington; Plymouth; Bristol; Windham,2017-02-08,14:39:45,Minor,2.0,1.0,-1.0
NWS-IDP-PROD-2254371,2017-02-24T13:15:09.000Z,Actual,Alert,NWS Binghamton NY,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued February 24 at 8:15AM EST by NWS Binghamton NY,"At 814 AM EST, Doppler radar was tracking a strong thunderstorm over
Camillus, or near Syracuse, moving northeast at 30 mph.

Half inch hail will be possible with this storm.

Locations impacted include...
Onondaga, Syracuse, Clay, Cicero, De Witt, Van Buren, North Syracuse,
Solvay, Chittenango and Fayetteville.","Heavy rainfall is also occurring with this storm, and may lead to
minor flooding. Do not drive your vehicle through flooded roadways.

Frequent cloud to ground lightning is occurring with this storm.
Lightning can strike 10 miles away from a thunderstorm. Seek a safe
shelter inside a building or vehicle.

",Madison; Onondaga,2017-02-24,13:15:09,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2219709-2082857,2017-01-23T13:37:05.000Z,Actual,Update,NWS Upton NY,Coastal Flood Warning,['Avoid'],Expected,Severe,Likely,Coastal Flood Warning issued January 23 at 8:36AM EST expiring January 23 at 11:00PM EST by NWS Upton NY,"...WIDESPREAD MINOR TO MODERATE COASTAL FLOODING THIS EVENING...
...LOCALIZED MAJOR COASTAL FLOODING ALONG SOUTH SHORE BAYS OF
LONG ISLAND THIS EVENING...
...LOCALIZED MINOR COASTAL FLOODING TUESDAY MORNING...
...MINOR COASTAL FLOODING POSSIBLE TUESDAY MORNING WITH LOCALIZED
MODERATE...* LOCATIONS...ALONG THE SOUTHERN BAYS OF LONG ISLAND...AND ALONG
THE ATLANTIC OCEAN BEACHES.

* TIDAL DEPARTURES...3 1/2 TO 4 1/2 FT ABOVE ASTRONOMICAL TIDES
LATE THIS AFTERNOON AND EVENING.

* TIMING...MODERATE COASTAL FLOODING AROUND THE TIMES OF
ASTRONOMICAL HIGH TIDE THIS EVENING. THERE IS POTENTIAL FOR
MAJOR FLOOD THRESHOLDS TO BE REACHED IN ISOLATED SPOTS THIS
EVENING. MODERATE COASTAL FLOODING IS POSSIBLE TUESDAY MORNING.

* COASTAL FLOOD IMPACTS...POTENTIAL FOR WIDESPREAD FLOODING OF
VULNERABLE SHORE ROADS AND ADJACENT PROPERTIES DUE TO HEIGHT
OF STORM TIDE AND WAVE ACTION. INUNDATION OF 1 TO 2 FT IN THE
LOWEST LYING SPOTS...WITH LOW PROBABILITY OF 3 FT OF
INUNDATION. NUMEROUS ROAD CLOSURES MAY BE NEEDED. ISOLATED
STRUCTURAL DAMAGE MAY BE OBSERVED ALONG THE IMMEDIATE
SHORELINE.

* BEACH EROSION IMPACTS...ELEVATED WATER LEVELS AND HIGH SURF OF
8 TO 12 FT ARE EXPECTED TO CAUSE WIDESPREAD DUNE EROSION AND
LOCALIZED OVERWASHES ALONG THE ATLANTIC OCEAN BEACHFRONT LATE
SUNDAY NIGHT INTO TUESDAY.","A COASTAL FLOOD WARNING MEANS THAT FLOODING IS EXPECTED OR
OCCURRING. COASTAL RESIDENTS IN THE WARNED AREA SHOULD BE ALERT
FOR RISING WATER...AND TAKE APPROPRIATE ACTION TO PROTECT LIFE
AND PROPERTY.

A COASTAL FLOOD ADVISORY INDICATES THAT ONSHORE WINDS AND TIDES
WILL COMBINE TO GENERATE FLOODING OF LOW AREAS ALONG THE SHORE.

A COASTAL FLOOD WATCH MEANS THAT CONDITIONS FAVORABLE FOR
FLOODING ARE EXPECTED TO DEVELOP. COASTAL RESIDENTS SHOULD BE
ALERT FOR LATER STATEMENTS OR WARNINGS...AND TAKE ACTION TO
PROTECT PROPERTY.

",Suffolk; Nassau,2017-01-23,13:37:05,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2129680-1987728,2016-11-12T17:36:57.000Z,Actual,Update,NWS Charleston SC,Lake Wind Advisory,['Execute'],Expected,Moderate,Likely,Lake Wind Advisory issued November 12 at 12:36PM EST expiring November 12 at 4:00PM EST by NWS Charleston SC,"* WINDS...NORTHEAST 15 TO 20 KNOTS WITH GUSTS UP TO 25 KNOTS.

* WAVES...1 TO 2 FEET.

* IMPACTS...STRONG WINDS AND ROUGH WAVES ON LAKE MOULTRIE WILL
MAKE CONDITIONS DIFFICULT FOR SMALL CRAFT.","MARINERS ON LAKE MOULTRIE SHOULD USE EXTRA CAUTION SINCE STRONG
WINDS AND ROUGH WAVES CAN OVERTURN SMALL CRAFT.

",Berkeley,2016-11-12,17:36:57,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2259372-2123972,2017-02-28T15:04:42.000Z,Actual,Alert,NWS Indianapolis IN,Flood Warning,['Avoid'],Expected,Severe,Likely,Flood Warning issued February 28 at 10:04AM EST expiring March 4 at 11:17PM EST by NWS Indianapolis IN,"...The National Weather Service in Indianapolis has issued a Flood 
Warning for portions of the following rivers in western and southern 
Indiana...

  East Fork White River...White River...Wabash River...

.Lowland flooding will develop along rivers in western and southern 
Indiana. Significant flooding is not expected. Flooding will affect 
some local and state roads Motorists should never drive into flood water. Turn around and go 
another way. Keep children away from flooded areas. Recreational and 
agricultural interests should remain alert to changing river 
conditions.

For detailed flood information go to weather.gov/ind on the web and 
click on rivers and lakes.The National Weather Service in Indianapolis has issued a

* Flood Warning for
the Wabash River at Covington.
* from late Thursday night to Saturday evening.
* At  8:45 AM Tuesday the stage was 7.9 feet.
* Flood stage is 16.0 feet.
* Minor flooding is forecast.
* Forecast...Rise above flood stage by Friday morning and continue to
rise to near 17.0 feet by Friday evening.  The river will fall
below flood stage by late Saturday morning.
* At 17.5 feet...Some low agricultural fields flood.  Backyard flood
of cottages a short distance north of U.S. Highway 136.  High water
blocks land access to at least one residence.","

",Warren; Vermillion; Parke; Fountain,2017-02-28,15:04:42,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2157670-2016499,2016-12-12T08:25:29.000Z,Actual,Cancel,NWS Miami FL,Rip Current Statement,['Avoid'],Expected,Moderate,Likely,Rip Current Statement issued December 12 at 3:25AM EST expiring December 12 at 7:00AM EST by NWS Miami FL,"THE NATIONAL WEATHER SERVICE IN MIAMI HAS CANCELLED THE HIGH RIP
CURRENT RISK.","

",Palm Beach; Broward; Miami-Dade,2016-12-12,08:25:29,Minor,2.0,1.0,-1.0
NWS-IDP-PROD-2252093-2116841,2017-02-22T13:47:04.000Z,Actual,Update,NWS,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 22 at 4:46AM AKST expiring February 24 at 6:00AM AKST by NWS,"* SNOW...with 7 to 10 inches accumulation possible.

* BLOWING SNOW...with possible blizzard conditions.

* WINDS...gusting to 40 mph.

* TIMING...Snow and blowing snow with strong winds are expected
to develop Thursday morning and continue through Thursday
night.

* IMPACTS...Travel and outdoor activities will be difficult.
Blizzard conditions are possible.","A Winter Storm Watch means that there is a potential for one or
more significant winter weather hazards.

",Nome; Northwest Arctic; North Slope,2017-02-22,13:47:04,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2206453-2068813,2017-01-15T20:22:00.000Z,Actual,Cancel,NWS Norman OK,Ice Storm Warning,['Avoid'],Expected,Extreme,Likely,Ice Storm Warning issued January 15 at 2:21PM CST expiring January 15 at 6:00PM CST by NWS Norman OK,"* TIMING...THROUGH EARLY THIS EVENING.

* ICE ACCUMULATION...ADDITIONAL ICE ACCUMULATIONS OF A GLAZE CAN
BE EXPECTED THROUGH EARLY THIS EVENING ELEVATED OBJECTS SUCH AS
TREES AND POWERLINES.

* WINDS...NORTH WIND AT 5 TO 10 MPH.

* OTHER...TEMPERATURES WILL REMAIN NEAR FREEZING THROUGH THE
OVERNIGHT HOURS.","BE CAREFUL IF YOU HAVE TO TRAVEL. EVEN SMALL AMOUNTS OF FREEZING
RAIN CAN MAKE ROADS AND SIDEWALKS SLICK AND DANGEROUS.

A FREEZING RAIN ADVISORY MEANS THAT PERIODS OF FREEZING RAIN OR
FREEZING DRIZZLE WILL CAUSE TRAVEL DIFFICULTIES. BE PREPARED FOR
SLIPPERY ROADS. SLOW DOWN AND USE CAUTION WHILE DRIVING.

",Beckham,2017-01-15,20:22:00,Severe,4.0,3.0,-1.0
urn:oid:2.49.0.1.840.0.c9b7db90224b6fa52ba2ad0b27ffbf29282c8fc7.009.2,2022-03-10T00:17:00.000Z,Actual,Alert,NWS Anchorage AK,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued March 9 at 3:17PM AKST until March 10 at 5:00PM AKST by NWS Anchorage AK,".TONIGHT...N wind 20 kt. Seas 7 ft. Snow and rain.
.THU...NW wind 25 kt. Seas 8 ft. Snow and rain.
.THU NIGHT...W wind 25 kt. Seas 8 ft. Rain and snow.
.FRI...W wind 25 kt. Seas 7 ft.
.FRI NIGHT...W wind 15 kt. Seas 6 ft.
.SAT...Variable wind 10 kt. Seas 4 ft.
.SUN...E wind 20 kt. Seas 6 ft.
.MON...NE wind 30 kt. Seas 11 ft.
",,Nikolski to Seguam Bering Side,2022-03-10,00:17:00,Unknown,1.0,,
NWS-IDP-PROD-2207888-2070179,2017-01-16T23:13:46.000Z,Actual,Alert,NWS Spokane WA,Freezing Rain Advisory,['Avoid'],Expected,Moderate,Likely,Freezing Rain Advisory issued January 16 at 3:13PM PST expiring January 18 at 8:00AM PST by NWS Spokane WA,".SEVERAL ROUNDS OF MOISTURE OVERRUN THE VERY COLD AIR MASS IN 
PLACE. THE FIRST ROUND ARRIVES TUESDAY MORNING NEAR THE CASCADES
AND SPREADS EAST LATE MORNING AND AFTERNOON. THIS WILL BE LIGHT
BUT ALSO IN THE FORM OF SLEET...FREEZING RAIN...AND SNOW. HEAVIER
PRECIPITATION ARRIVES TUESDAY EVENING AND CONTINUES INTO WEDNESDAY
BRINGING THE POTENTIAL FOR HOURS OF FREEZING RAIN...SLEET...AND
SNOW. HEAVY ICE ACCUMULATIONS WILL BE POSSIBLE ACROSS PORTIONS OF
THE CASCADE EAST SLOPES...WESTERN COLUMBIA BASIN...AND INTO THE 
NORTHERN MOUNTAINS. MAINLY SNOW AND SLEET WILL IMPACT LOCATIONS 
NORTH OF HIGHWAY 20.THE NATIONAL WEATHER SERVICE IN SPOKANE HAS ISSUED A FREEZING
RAIN ADVISORY...WHICH IS IN EFFECT FROM 9 AM TUESDAY TO 8 AM PST
WEDNESDAY. THE WINTER STORM WATCH IS NO LONGER IN EFFECT.

* LOCATIONS...RITZVILLE, GRAND COULEE, ODESSA, WILBUR, AND
COULEE CITY.

* ICE ACCUMULATIONS...0.10-0.15"" WITH UP TO 0.35"" FROM COULEE CITY
TO COULEE DAM.

* TIMING...FIRST ROUND OF VERY LIGHT WINTRY PRECIPITATION ARRIVES
TUESDAY MORNING COMING IN THE FORM OF SLEET...FREEZING RAIN...OR
SNOW. LOOK FOR A BREAK TUESDAY AFTERNOON WITH OCCASIONAL
FREEZING DRIZZLE THEN MODERATE TO HEAVY FREEZING RAIN MIXING
WITH SNOW AND SLEET AT TIMES ARRIVES TUESDAY EVENING AND
CONTINUES THROUGH WEDNESDAY.

* IMPACTS...SIGNIFICANT ICE ACCUMULATIONS WILL CREATE TREACHEROUS
TRAVEL CONDITIONS, TREE DAMAGE, AND POWER OUTAGES. AREAS WITH
LESS FREEZING RAIN WILL SEE SIGNIFICANT IMPACTS TO TRAVEL BUT A
LOWER THREAT FOR POWER OUTAGES.

* TEMPERATURES...IN THE TEENS TO 20S WARMING TO THE 20S TO LOWER
30S.

* WEB PAGE: FOR A DETAILED VIEW OF THE HAZARD AREA VISIT
HTTP://WWW.WRH.NOAA.GOV/MAP/?WFO=OTX.","A FREEZING RAIN ADVISORY MEANS THAT PERIODS OF FREEZING RAIN OR
FREEZING DRIZZLE WILL CAUSE TRAVEL DIFFICULTIES. BE PREPARED FOR
SLIPPERY ROADS. SLOW DOWN AND USE CAUTION WHILE DRIVING.

",Okanogan; Douglas; Lincoln; Grant; Adams,2017-01-16,23:13:46,Severe,2.0,3.0,1.0
